0.0000738100,0.0008334300
0.0000737100,0.0008327523
0.0000736100,0.0008320743
0.0000735100,0.0008313959
0.0000734100,0.0008307171
0.0000733100,0.0008300379
0.0000732100,0.0008293584
0.0000731100,0.0008286785
0.0000730100,0.0008279982
0.0000729100,0.0008273176
0.0000728100,0.0008266366
0.0000727100,0.0008259552
0.0000726100,0.0008252734
0.0000725100,0.0008245913
0.0000724100,0.0008239088
0.0000723100,0.0008232259
0.0000722100,0.0008225426
0.0000721100,0.0008218590
0.0000720100,0.0008211749
0.0000719100,0.0008204905
0.0000718100,0.0008198057
0.0000717100,0.0008191206
0.0000716100,0.0008184350
0.0000715100,0.0008177491
0.0000714100,0.0008170628
0.0000713100,0.0008163761
0.0000712100,0.0008156890
0.0000711100,0.0008150015
0.0000710100,0.0008143136
0.0000709100,0.0008136254
0.0000708100,0.0008129367
0.0000707100,0.0008122477
0.0000706100,0.0008115583
0.0000705100,0.0008108685
0.0000704100,0.0008101783
0.0000703100,0.0008094877
0.0000702100,0.0008087967
0.0000701100,0.0008081053
0.0000700100,0.0008074136
0.0000699100,0.0008067214
0.0000698100,0.0008060288
0.0000697100,0.0008053359
0.0000696100,0.0008046425
0.0000695100,0.0008039488
0.0000694100,0.0008032546
0.0000693100,0.0008025601
0.0000692100,0.0008018651
0.0000691100,0.0008011697
0.0000690100,0.0008004740
0.0000689100,0.0007997778
0.0000688100,0.0007990812
0.0000687100,0.0007983843
0.0000686100,0.0007976869
0.0000685100,0.0007969891
0.0000684100,0.0007962909
0.0000683100,0.0007955923
0.0000682100,0.0007948933
0.0000681100,0.0007941939
0.0000680100,0.0007934940
0.0000679100,0.0007927938
0.0000678100,0.0007920931
0.0000677100,0.0007913921
0.0000676100,0.0007906906
0.0000675100,0.0007899887
0.0000674100,0.0007892864
0.0000673100,0.0007885836
0.0000672100,0.0007878805
0.0000671100,0.0007871769
0.0000670100,0.0007864729
0.0000669100,0.0007857685
0.0000668100,0.0007850637
